timestamp,power_draw_W
1617408000,203227.49000000051
1617408001,202474.4000000001
1617408002,200192.75000000023
1617408003,213854.25000000032
1617408004,205679.02000000037
1617408005,203892.74000000054
1617408006,203802.56000000046
1617408007,204139.75999999998
1617408008,206788.53000000023
1617408009,211465.28999999966
1617408010,208308.17999999982
1617408011,203461.2299999994
1617408012,205452.60999999993
1617408013,204854.44999999984
1617408014,212021.68999999983
1617408015,201573.2800000001
1617408016,204004.89000000004
1617408017,207063.6000000001
1617408018,201454.9699999998
1617408019,203233.83000000034
1617408020,204350.94000000015
1617408021,204911.80000000037
1617408022,198512.91999999998
1617408023,199603.06
1617408024,196075.81000000003
1617408025,196970.81000000023
1617408026,205829.78999999998
1617408027,202840.40000000002
1617408028,199518.88000000015
1617408029,207934.7600000003
1617408030,197928.67000000013
1617408031,212565.86000000016
1617408032,204320.41999999984
1617408033,200917.22000000006
1617408034,196095.03000000055
1617408035,194015.85
1617408036,185281.87000000002
1617408037,180494.16999999998
1617408038,175273.23999999955
1617408039,176979.6599999994
1617408040,202921.71000000017
1617408041,198174.76999999981
1617408042,198835.39000000013
1617408043,208442.60000000012
1617408044,198437.41999999984
1617408045,200318.27000000008
1617408046,197689.87000000014
1617408047,198235.56
1617408048,203836.46000000022
1617408049,203958.8799999997
1617408050,204352.88000000012
1617408051,200876.7100000001
1617408052,198474.91999999978
1617408053,206312.72000000012
1617408054,208949.6100000001
1617408055,202455.18000000014
1617408056,205186.92999999985
1617408057,203979.62000000037
1617408058,201977.43999999965
1617408059,210605.95999999996
1617408060,200578.63999999987
1617408061,202240.06999999986
1617408062,199309.88000000006
1617408063,204446.39000000028
1617408064,200268.09000000005
1617408065,202344.05999999988
1617408066,207255.25000000023
1617408067,203593.25000000026
1617408068,203812.63000000035
1617408069,196456.5999999999
1617408070,198527.25000000026
1617408071,204660.37999999998
1617408072,200514.45999999976
1617408073,182722.32999999987
1617408074,175254.46999999994
1617408075,175146.92000000016
1617408076,192000.93999999992
1617408077,186757.4899999996
1617408078,180030.09999999957
1617408079,175724.8199999998
1617408080,201454.61999999985
1617408081,208816.46000000046
1617408082,211964.2599999998
1617408083,202951.04999999964
1617408084,204935.76000000015
1617408085,212612.68000000002
1617408086,201369.33000000022
1617408087,204200.19999999987
1617408088,204670.6200000002
1617408089,197557.19999999998
1617408090,204026.09999999992
1617408091,204403.03999999972
1617408092,203196.1
1617408093,209231.13000000038
1617408094,200916.4299999999
1617408095,201950.8199999999
1617408096,203030.58000000016
1617408097,205602.3000000001
1617408098,210490.90000000017
1617408099,210664.63000000015
1617408100,203639.2600000002
1617408101,203168.31000000038
1617408102,203598.5300000001
1617408103,199348.15000000008
1617408104,202458.79
1617408105,196020.03999999998
1617408106,203645.64000000004
1617408107,202710.92000000027
1617408108,202372.1600000004
1617408109,206307.8200000002
1617408110,205237.01000000042
1617408111,201896.65000000043
1617408112,201329.58000000013
1617408113,196071.28000000026
1617408114,191163.10999999993
1617408115,199739.23999999982
1617408116,195166.0400000003
1617408117,191630.04000000024
1617408118,178324.16000000006
1617408119,181029.31999999948
1617408120,195546.53000000012
1617408121,206923.53000000006
1617408122,203580.05000000028
1617408123,207849.47999999992
1617408124,207319.87000000023
1617408125,203131.5600000002
1617408126,203091.20999999988
1617408127,207576.14000000033
1617408128,211136.79000000012
1617408129,207234.12000000026
1617408130,193984.34000000023
1617408131,203817.3899999996
1617408132,210422.87999999995
1617408133,208859.97999999998
1617408134,201442.35999999964
1617408135,204503.38000000006
1617408136,201688.36000000022
1617408137,204624.4299999997
1617408138,209454.02999999988
1617408139,206961.92999999988
1617408140,203935.84999999977
1617408141,206995.54000000027
1617408142,202127.59000000005
1617408143,205918.94999999984
1617408144,207921.61000000007
1617408145,203295.8000000005
1617408146,202051.12000000017
1617408147,203673.19999999972
1617408148,197285.63
1617408149,205142.52000000034
1617408150,204486.4699999999
1617408151,200496.07000000018
1617408152,198664.45000000016
1617408153,193787.31999999998
1617408154,197482.43
1617408155,194514.05999999985
1617408156,194651.3100000003
1617408157,188738.89000000007
1617408158,180914.9100000003
1617408159,181687.5799999996
1617408160,178689.2900000003
1617408161,204052.50000000038
1617408162,211644.24000000063
1617408163,204395.95000000022
1617408164,203210.69000000032
1617408165,204817.78000000046
1617408166,196941.64999999994
1617408167,195020.6800000004
1617408168,194182.61000000036
1617408169,185000.58000000013
1617408170,185633.57000000027
1617408171,207361.99000000022
1617408172,205584.5000000002
1617408173,207935.4599999999
1617408174,204162.2199999997
1617408175,205575.69999999966
1617408176,208382.9700000001
1617408177,205563.59000000055
1617408178,205591.95999999993
1617408179,210154.24
1617408180,199290.80999999976
1617408181,201496.78
1617408182,208103.26000000024
1617408183,205524.65000000072
1617408184,206302.13000000018
1617408185,198343.50000000023
1617408186,193686.60999999987
1617408187,204413.08000000007
1617408188,198304.54000000033
1617408189,199272.85000000012
1617408190,197917.3000000002
1617408191,199960.1200000001
1617408192,203068.90999999997
1617408193,203482.15000000002
1617408194,191389.52000000014
1617408195,188820.53999999986
1617408196,187425.01000000004
1617408197,191136.1299999998
1617408198,184507.95999999982
1617408199,173214.26
1617408200,186546.3099999999
1617408201,204776.08000000034
1617408202,200874.17000000004
1617408203,202799.7100000006
1617408204,206031.78999999972
1617408205,199613.1
1617408206,210352.95000000007
1617408207,205798.4300000001
1617408208,202843.04000000018
1617408209,208863.25999999992
1617408210,203509.35000000018
1617408211,199383.9499999996
1617408212,203019.17000000025
1617408213,198009.79
1617408214,204321.5500000002
1617408215,208245.59999999986
1617408216,204512.56000000017
1617408217,198628.7900000003
1617408218,198300.9200000001
1617408219,198301.6499999999
1617408220,210799.63000000006
1617408221,207776.94999999992
1617408222,200573.74999999983
1617408223,205363.67000000054
1617408224,206959.11000000013
1617408225,205102.11
1617408226,209782.46999999983
1617408227,202284.60999999984
1617408228,207964.84000000037
1617408229,204992.3599999999
1617408230,204337.3200000001
1617408231,204963.97000000003
1617408232,207318.85999999975
1617408233,203022.90999999992
1617408234,196647.28999999998
1617408235,191407.7200000002
1617408236,185489.0200000004
1617408237,191564.14999999994
1617408238,178157.42999999953
1617408239,175104.57000000012
1617408240,171096.7300000003
1617408241,175336.24000000008
1617408242,197588.69000000006
1617408243,205921.6799999999
1617408244,203869.6699999999
1617408245,202877.62000000005
1617408246,202019.01000000027
1617408247,206796.58000000007
1617408248,212054.14000000042
1617408249,205666.53000000026
1617408250,205510.24000000002
1617408251,197854.43999999986
1617408252,213848.33999999965
1617408253,212448.72999999998
1617408254,208258.37000000002
1617408255,206974.4900000001
1617408256,204529.70999999996
1617408257,210103.75999999983
1617408258,207299.9199999999
1617408259,210181.28000000014
1617408260,201543.91999999987
1617408261,191076.13999999987
1617408262,192704.12000000037
1617408263,191150.41000000032
1617408264,202111.49999999977
1617408265,211843.02000000028
1617408266,208108.82000000033
1617408267,205788.7300000001
1617408268,207016.89999999988
1617408269,206020.76000000007
1617408270,209907.18000000014
1617408271,205831.99000000017
1617408272,204297.25999999992
1617408273,207335.76999999981
1617408274,192420.56999999983
1617408275,196488.52000000025
1617408276,194305.9700000005
1617408277,195091.32999999996
1617408278,192234.27999999977
1617408279,190033.7000000001
1617408280,177121.88000000012
1617408281,191802.1300000001
1617408282,209640.77000000002
1617408283,213043.6100000001
1617408284,208825.7099999999
1617408285,202292.22
1617408286,211867.44000000044
1617408287,208245.21000000017
1617408288,208644.78000000014
1617408289,205010.2900000003
1617408290,207570.01000000024
1617408291,207970.79000000007
1617408292,204513.41000000015
1617408293,201184.24999999983
1617408294,198706.15000000037
1617408295,206357.12000000017
1617408296,196512.82999999984
1617408297,207590.79000000033
1617408298,206059.68000000034
1617408299,212515.49000000014
1617408300,208160.2599999999
1617408301,202100.12999999998
1617408302,203010.4200000002
1617408303,208072.37000000008
1617408304,208584.97000000038
1617408305,205558.99999999994
1617408306,206000.51000000013
1617408307,205689.89000000042
1617408308,203820.36999999988
1617408309,198271.53000000035
1617408310,202925.56000000032
1617408311,208047.57
1617408312,206167.12000000023
1617408313,199977.9599999998
1617408314,189699.38999999998
1617408315,186909.28000000006
1617408316,189956.85000000012
1617408317,186599.21999999968
1617408318,184168.29999999993
1617408319,171817.93000000005
1617408320,191938.32000000004
1617408321,198833.42000000027
1617408322,199965.8599999994
1617408323,202594.84000000017
1617408324,204514.13000000006
1617408325,209293.07000000004
1617408326,207304.84999999983
1617408327,208280.7999999997
1617408328,205294.57000000039
1617408329,205574.05000000005
1617408330,211100.89000000004
1617408331,210765.98000000007
1617408332,206521.51000000004
1617408333,205416.4500000004
1617408334,209229.70000000024
1617408335,209456.93000000028
1617408336,211285.3300000005
1617408337,200011.77000000043
1617408338,201282.94000000024
1617408339,198676.0200000002
1617408340,197162.0100000002
1617408341,205582.40999999992
1617408342,205186.7800000002
1617408343,200727.62000000017
1617408344,208755.05999999994
1617408345,207350.00000000023
1617408346,201651.2800000001
1617408347,207792.38
1617408348,201948.98
1617408349,206742.74000000025
1617408350,206495.72000000015
1617408351,201447.38999999987
1617408352,207353.48999999964
1617408353,203032.8100000001
1617408354,193362.72
1617408355,180834.21000000002
1617408356,178861.59999999992
1617408357,175188.67999999938
1617408358,178186.50000000012
1617408359,187646.56999999995
1617408360,200901.9700000002
1617408361,205908.97
1617408362,203532.43000000005
1617408363,204299.2799999999
1617408364,207580.5200000001
1617408365,208685.3499999993
1617408366,206074.53000000046
1617408367,208311.30000000016
1617408368,200809.30000000063
1617408369,205295.80999999976
1617408370,205160.71000000008
1617408371,202538.95
1617408372,207620.6400000002
1617408373,205422.98000000016
1617408374,200480.46999999986
1617408375,212712.01000000007
1617408376,205708.5199999997
1617408377,207428.6499999999
1617408378,204830.7100000002
1617408379,201222.80000000025
1617408380,204954.46
1617408381,211101.87000000043
1617408382,203599.99999999985
1617408383,199204.89000000013
1617408384,206389.89000000007
1617408385,203288.83000000037
1617408386,209165.7899999998
1617408387,199293.39000000007
1617408388,197725.11000000013
1617408389,208227.6600000004
1617408390,204761.75000000017
1617408391,205033.66000000012
1617408392,206772.31000000046
1617408393,200480.13999999984
1617408394,200251.03000000006
1617408395,193234.44000000003
1617408396,189606.21000000037
1617408397,178651.48000000007
1617408398,179323.6600000001
1617408399,183437.5699999999
1617408400,197784.6500000003
1617408401,201706.1100000003
1617408402,205810.12000000002
1617408403,210458.65000000043
1617408404,204105.54000000027
1617408405,201467.87999999983
1617408406,203176.2400000004
1617408407,202894.68000000025
1617408408,202085.0000000003
1617408409,204459.99000000022
1617408410,203938.57000000062
1617408411,200540.88000000044
1617408412,205936.70999999988
1617408413,205654.16
1617408414,200683.3500000001
1617408415,206401.32000000024
1617408416,203406.34000000017
1617408417,206226.58000000037
1617408418,207134.3299999998
1617408419,204344.03999999998
1617408420,209067.3700000001
1617408421,210130.19999999978
1617408422,203349.53999999986
1617408423,206741.23000000016
1617408424,200536.82
1617408425,203166.2599999996
1617408426,204867.09999999957
1617408427,203367.53000000006
1617408428,195869.59000000017
1617408429,194015.06000000003
1617408430,196216.18
1617408431,196661.58999999962
1617408432,197156.18999999965
1617408433,192958.04999999976
1617408434,190137.1100000002
1617408435,195620.10999999993
1617408436,205016.18999999983
1617408437,203139.02999999974
1617408438,201478.98000000007
1617408439,208714.6399999998
1617408440,207111.91000000012
1617408441,201405.51000000004
1617408442,202160.9599999999
1617408443,205989.7999999996
1617408444,204137.08999999956
1617408445,203270.04999999973
1617408446,202565.3499999997
1617408447,196551.21000000017
1617408448,191142.4400000001
1617408449,187551.81999999998
1617408450,188185.6499999999
1617408451,202062.0700000002
1617408452,207186.56000000017
1617408453,204213.04000000033
1617408454,210573.2000000001
1617408455,214335.28999999986
1617408456,208754.9999999997
1617408457,213797.52999999982
1617408458,208804.07000000015
1617408459,210018.86000000016
1617408460,212841.10999999996
1617408461,206474.9300000003
1617408462,201540.8899999999
1617408463,209392.5800000001
1617408464,207568.41000000061
1617408465,202486.41000000012
1617408466,205726.1600000003
1617408467,204521.33000000025
1617408468,205430.47999999984
1617408469,201876.30000000005
1617408470,192025.7
1617408471,194674.43999999974
1617408472,189701.04000000004
1617408473,194122.45000000045
1617408474,188162.63000000018
1617408475,183595.49999999988
1617408476,198899.1300000001
1617408477,208443.30000000037
1617408478,200413.0900000005
1617408479,202147.27000000043
1617408480,205467.19000000024
1617408481,208457.36000000025
1617408482,205992.50000000017
1617408483,204493.36000000066
1617408484,203614.61000000004
1617408485,205475.7000000002
1617408486,217996.46000000037
1617408487,207746.54000000027
1617408488,201847.47999999998
1617408489,202158.77999999977
1617408490,202526.29
1617408491,207609.40999999997
1617408492,206351.0
1617408493,201620.1199999999
1617408494,206599.4500000003
1617408495,207027.2900000001
1617408496,203316.6300000003
1617408497,205526.79
1617408498,202072.21000000034
1617408499,210643.89000000048
1617408500,209617.7000000001
1617408501,204595.95999999988
1617408502,206694.40000000002
1617408503,209067.26999999973
1617408504,206812.07000000007
1617408505,207775.0400000004
1617408506,201751.4999999999
1617408507,209055.54
1617408508,208260.8299999999
1617408509,203651.81000000003
1617408510,198757.8699999999
1617408511,193027.56000000035
1617408512,195892.9099999999
1617408513,188282.42000000016
1617408514,179588.10000000044
1617408515,173504.8000000001
1617408516,194086.21000000005
1617408517,206201.4600000004
1617408518,202843.26000000013
1617408519,201957.5000000002
1617408520,204302.24000000005
1617408521,208839.81000000014
1617408522,207835.0100000003
1617408523,204598.93000000052
1617408524,197108.6100000001
1617408525,208567.06000000032
1617408526,207642.47000000018
1617408527,208263.33000000028
1617408528,208992.53000000026
1617408529,207033.0199999998
1617408530,202282.37000000023
1617408531,209016.28999999995
1617408532,206037.77000000008
1617408533,204971.11999999988
1617408534,210687.88000000027
1617408535,212149.07000000007
1617408536,209876.60999999996
1617408537,213447.1599999999
1617408538,205028.3999999994
1617408539,209330.63000000018
1617408540,205160.9100000001
1617408541,195915.58000000037
1617408542,191769.7500000002
1617408543,189620.20000000027
1617408544,196879.23000000013
1617408545,212962.7000000001
1617408546,206705.93000000005
1617408547,210728.77000000037
1617408548,209637.05
1617408549,210242.7100000003
1617408550,204438.79000000053
1617408551,196066.54000000042
1617408552,196017.64000000022
1617408553,193439.85999999996
1617408554,174635.94999999943
1617408555,170490.90999999995
1617408556,175602.57000000015
1617408557,194383.34000000003
1617408558,201945.4400000006
1617408559,203968.81000000003
1617408560,200022.90000000029
1617408561,209047.19000000003
1617408562,201772.46000000037
1617408563,203282.2499999999
1617408564,203003.8400000002
1617408565,202335.9200000001
1617408566,207562.15999999965
1617408567,208032.68000000023
1617408568,206818.34000000003
1617408569,205185.80000000002
1617408570,212044.33999999985
1617408571,206799.17000000013
1617408572,203933.0499999998
1617408573,202365.9000000005
1617408574,215328.54000000024
1617408575,207584.57000000004
1617408576,203205.6000000002
1617408577,200844.53000000017
1617408578,213882.78000000038
1617408579,209599.11000000002
1617408580,213480.42000000004
1617408581,208998.54000000024
1617408582,209912.68000000005
1617408583,205590.74999999988
1617408584,206847.70000000007
1617408585,202290.37999999983
1617408586,204428.31
1617408587,208972.6400000001
1617408588,201308.36000000077
1617408589,206067.36999999988
1617408590,203518.31000000038
1617408591,200229.3200000004
1617408592,203697.5100000002
1617408593,194413.86000000004
1617408594,192773.65000000026
1617408595,180218.0100000002
1617408596,178989.8399999999
1617408597,183561.45000000033
1617408598,203190.94000000032
1617408599,207338.18000000025
1617408600,203485.43000000017
1617408601,208196.5199999996
1617408602,205742.65000000043
1617408603,205334.33000000042
1617408604,205755.29000000033
1617408605,201082.86999999997
1617408606,203363.87000000043
1617408607,209150.73000000045
1617408608,209265.3200000006
1617408609,208711.6099999998
1617408610,205718.72000000044
1617408611,212850.13999999993
1617408612,209749.63000000003
1617408613,212271.3799999998
1617408614,211843.74000000008
1617408615,207737.32999999993
1617408616,216455.39000000004
1617408617,208946.60999999975
1617408618,213876.67999999985
1617408619,211120.99999999962
1617408620,206069.69999999995
1617408621,211014.29000000047
1617408622,208778.22000000018
1617408623,207499.18000000052
1617408624,203921.4199999999
1617408625,208332.83000000034
1617408626,214759.47999999986
1617408627,210447.0
1617408628,200918.1300000002
1617408629,209157.12
1617408630,202745.27000000005
1617408631,199596.11000000025
1617408632,198172.33000000013
1617408633,191405.00999999972
1617408634,183375.15999999995
1617408635,174371.52
1617408636,166564.33000000013
1617408637,164565.47999999984
1617408638,189810.40999999974
1617408639,213094.72000000006
1617408640,214293.17999999944
1617408641,214014.88000000032
1617408642,207024.2399999996
1617408643,215000.42000000016
1617408644,210788.02999999982
1617408645,205616.37999999992
1617408646,211569.39000000048
1617408647,206715.47000000012
1617408648,203709.87999999968
1617408649,204930.00000000038
1617408650,201447.87999999963
1617408651,207493.6399999999
1617408652,209481.06000000006
1617408653,203937.0899999999
1617408654,211721.8900000001
1617408655,202347.10000000047
1617408656,209068.46999999983
1617408657,212358.40999999974
1617408658,204790.77999999985
1617408659,208701.20000000004
1617408660,207763.8000000001
1617408661,214666.9999999997
1617408662,210866.03000000006
1617408663,211546.47000000018
1617408664,202818.0400000003
1617408665,206832.16000000018
1617408666,201906.51
1617408667,208858.98000000036
1617408668,205978.26000000047
1617408669,207212.16000000044
1617408670,203380.68000000025
1617408671,196076.63000000012
1617408672,188174.6300000002
1617408673,195590.58000000028
1617408674,190677.90000000017
1617408675,184305.79000000007
1617408676,173710.26999999967
1617408677,182543.23999999973
1617408678,199986.49999999977
1617408679,204863.7000000003
1617408680,200837.69000000067
1617408681,198866.9200000002
1617408682,212149.23000000027
1617408683,215045.5299999996
1617408684,212613.45000000042
1617408685,226460.21000000017
1617408686,215139.60999999996
1617408687,206401.94000000003
1617408688,195966.83999999976
1617408689,189159.90000000008
1617408690,196135.88999999987
1617408691,205093.24000000002
1617408692,195025.42999999961
1617408693,197189.81999999986
1617408694,197411.2599999997
1617408695,194634.9000000005
1617408696,199402.39999999988
1617408697,197735.76000000033
1617408698,197829.91
1617408699,198907.07999999984
1617408700,199048.33000000042
1617408701,198820.76000000024
1617408702,202091.5900000001
1617408703,194458.36000000007
1617408704,199074.64999999994
1617408705,201555.4899999999
1617408706,194756.4800000006
1617408707,205890.7300000005
1617408708,206214.7600000004
1617408709,203079.82000000024
1617408710,199831.07999999967
1617408711,193662.94000000026
1617408712,194680.7800000005
1617408713,200755.99000000028
1617408714,191140.8400000003
1617408715,179846.88000000035
1617408716,171771.37999999983
1617408717,177115.50000000003
1617408718,198219.07000000018
1617408719,202818.57000000044
1617408720,200718.8000000001
1617408721,201711.6999999999
1617408722,208065.57000000012
1617408723,202755.76000000004
1617408724,196351.79000000012
1617408725,208661.87999999983
1617408726,197633.44999999998
1617408727,197370.8299999998
1617408728,190584.8900000001
1617408729,189012.84000000026
1617408730,190181.76000000007
1617408731,199438.53999999986
1617408732,202673.0199999998
1617408733,208717.4100000004
1617408734,202788.40000000034
1617408735,198512.34000000075
1617408736,206016.99000000022
1617408737,200620.2900000002
1617408738,203081.68999999997
1617408739,208398.52000000022
1617408740,195765.8000000001
1617408741,202917.06999999963
1617408742,208536.42999999976
1617408743,205270.22000000006
1617408744,204456.31999999995
1617408745,199319.94000000024
1617408746,196135.50000000026
1617408747,205999.83000000022
1617408748,204212.18000000023
1617408749,203480.68000000002
1617408750,203273.65000000008
1617408751,201281.75000000017
1617408752,196765.9400000002
1617408753,195471.05000000063
1617408754,192286.61999999985
1617408755,188969.4000000003
1617408756,206770.39000000007
1617408757,201845.8600000002
1617408758,194157.8299999999
1617408759,195401.63000000012
1617408760,200156.99000000005
1617408761,202367.15000000005
1617408762,203162.46999999983
1617408763,199763.58000000016
1617408764,205071.1800000003
1617408765,209723.3000000004
1617408766,205644.32000000004
1617408767,203070.87999999998
1617408768,203809.42999999964
1617408769,199006.2800000001
1617408770,199770.8400000001
1617408771,206290.17000000022
1617408772,205613.03000000006
1617408773,201643.61999999997
1617408774,204186.92999999964
1617408775,207009.15999999997
1617408776,203561.59000000023
1617408777,206074.53000000003
1617408778,202822.82000000004
1617408779,207379.9300000001
1617408780,202904.46999999965
1617408781,204858.18000000005
1617408782,205124.76
1617408783,206266.58
1617408784,207859.8900000002
1617408785,198811.21000000005
1617408786,197444.26000000018
1617408787,194706.5599999996
1617408788,197345.9
1617408789,197156.63000000027
1617408790,197976.25000000012
1617408791,206063.37000000017
1617408792,196793.3299999998
1617408793,201698.62000000017
1617408794,204534.83000000025
1617408795,200427.38999999998
1617408796,198498.4400000004
1617408797,206214.99000000008
1617408798,200458.03000000032
1617408799,202473.48000000024
1617408800,200663.24000000028
1617408801,198772.33000000022
1617408802,203064.10000000012
1617408803,201503.3299999996
1617408804,200843.58000000013
1617408805,205354.72000000006
1617408806,204925.17000000033
1617408807,207262.12000000002
1617408808,202526.18000000072
1617408809,203702.56000000008
1617408810,204167.18999999986
1617408811,211574.14000000036
1617408812,209152.25000000038
1617408813,204757.17000000033
1617408814,208091.26000000013
1617408815,201330.94000000003
1617408816,206686.95999999996
1617408817,212302.09000000003
1617408818,207268.7
1617408819,206110.34999999995
1617408820,194794.8500000003
1617408821,189658.61000000002
1617408822,185004.2400000004
1617408823,184843.05000000008
1617408824,195825.28
1617408825,208943.46000000005
1617408826,207288.66999999978
1617408827,202635.28000000035
1617408828,194540.0800000001
1617408829,196716.0000000004
1617408830,196917.60000000053
1617408831,183973.75000000006
1617408832,206503.4999999998
1617408833,208827.3999999998
1617408834,203215.32000000015
1617408835,203061.39000000042
1617408836,205411.48000000016
1617408837,206474.16999999984
1617408838,196167.36999999997
1617408839,202822.73000000007
1617408840,207042.6799999997
1617408841,203208.60000000012
1617408842,210567.59000000014
1617408843,203080.1800000002
1617408844,197779.1899999999
1617408845,202233.92000000013
1617408846,204275.2299999999
1617408847,203855.3000000003
1617408848,203331.58999999985
1617408849,201507.20000000016
1617408850,204081.79000000015
1617408851,203628.64999999994
1617408852,199782.1299999997
1617408853,204942.20999999996
1617408854,202706.15000000017
1617408855,202343.2400000001
1617408856,203937.07000000007
1617408857,203329.55000000025
1617408858,194821.5899999999
1617408859,212084.7300000002
1617408860,207018.46999999974
1617408861,210634.3399999999
1617408862,205688.05000000005
1617408863,202452.5300000003
1617408864,206828.61999999973
1617408865,207769.91999999972
1617408866,202995.83999999994
1617408867,194532.48999999996
1617408868,192415.9499999996
1617408869,183590.20999999976
1617408870,180905.78000000023
1617408871,179590.15000000008
1617408872,178815.20000000007
1617408873,178842.95000000042
1617408874,183402.1100000004
1617408875,199267.38999999998
1617408876,207819.95000000022
1617408877,203349.20999999982
1617408878,207557.1099999998
1617408879,203915.5199999999
1617408880,200552.68000000028
1617408881,204041.87
1617408882,196625.10999999964
1617408883,200480.89000000025
1617408884,206195.1200000001
1617408885,203487.78999999995
1617408886,201772.90000000002
1617408887,205974.74999999983
1617408888,204411.7400000003
1617408889,204284.67000000048
1617408890,207912.47000000012
1617408891,202959.3899999999
1617408892,208374.7800000004
1617408893,205800.57999999996
1617408894,206158.49000000008
1617408895,205069.86000000002
1617408896,207085.0099999996
1617408897,206453.07
1617408898,209909.62999999977
1617408899,210339.4399999995
1617408900,197150.41999999978
1617408901,197838.34999999998
1617408902,206287.60999999993
1617408903,203545.28000000046
1617408904,210756.4600000004
1617408905,197252.62999999986
1617408906,202908.57000000012
1617408907,206542.19999999995
1617408908,201231.5899999999
1617408909,200921.96000000014
1617408910,200451.44999999992
1617408911,195534.56999999995
1617408912,199994.95000000024
1617408913,187701.9600000006
1617408914,193927.46999999988
1617408915,192689.96000000017
1617408916,197727.1800000001
1617408917,197819.40999999997
1617408918,213107.98000000016
1617408919,211182.74999999994
1617408920,207529.73999999985
1617408921,211828.1400000007
1617408922,209227.33000000016
1617408923,211220.16999999993
1617408924,208347.16000000015
1617408925,193190.10999999984
1617408926,194877.22000000038
1617408927,196685.8499999996
1617408928,196577.29000000007
1617408929,194037.74999999997
1617408930,194269.9900000001
1617408931,197642.09999999963
1617408932,200693.10000000027
1617408933,195686.1599999997
1617408934,202276.27000000022
1617408935,209777.42000000004
1617408936,207394.53999999995
1617408937,208091.97999999957
1617408938,206989.7000000001
1617408939,206353.74000000028
1617408940,205427.77000000016
1617408941,206268.26000000018
1617408942,196628.79
1617408943,205619.5199999999
1617408944,204663.62000000005
1617408945,206833.3399999999
1617408946,207309.9700000001
1617408947,194350.5
1617408948,189010.7000000003
1617408949,195553.39000000007
1617408950,188725.65000000017
1617408951,182481.9199999998
1617408952,172047.7000000003
1617408953,180188.35000000038
1617408954,205672.04000000024
1617408955,209716.0999999999
1617408956,199518.50999999986
1617408957,211164.6899999999
1617408958,216315.79000000027
1617408959,211295.47000000032
1617408960,212754.45000000007
1617408961,203595.17999999982
1617408962,211732.6700000003
1617408963,205159.3000000004
1617408964,204070.47999999995
1617408965,197782.5
1617408966,205157.56000000017
1617408967,202157.33000000042
1617408968,200466.91999999995
1617408969,202163.82
1617408970,199576.3700000001
1617408971,206701.24
1617408972,207613.68000000034
1617408973,199907.94000000032
1617408974,208784.63999999993
1617408975,207997.10999999993
1617408976,212029.90000000002
1617408977,205454.05000000057
1617408978,204171.0900000002
1617408979,212356.2200000001
1617408980,203247.1399999999
1617408981,200967.2400000002
1617408982,205750.91999999987
1617408983,200578.84000000035
1617408984,200089.33
1617408985,202112.12000000008
1617408986,198788.35999999993
1617408987,199199.12999999986
1617408988,195932.37000000008
1617408989,193997.9299999998
1617408990,191049.2799999997
1617408991,186317.37999999966
1617408992,176906.00999999966
1617408993,197151.75000000044
1617408994,202914.87999999963
1617408995,195351.65000000014
1617408996,201743.90000000037
1617408997,208997.12999999983
1617408998,206333.2799999998
1617408999,213938.20000000004
1617409000,200258.97000000012
1617409001,212122.04999999984
1617409002,212281.75999999975
1617409003,211972.01999999984
1617409004,207131.14000000025
1617409005,208678.3400000001
1617409006,205224.95999999982
1617409007,197685.0900000003
1617409008,190021.75000000006
1617409009,188512.04000000004
1617409010,189482.76000000015
1617409011,196402.25999999998
1617409012,208146.57000000007
1617409013,205735.33000000016
1617409014,203856.28000000026
1617409015,207565.16000000015
1617409016,214802.71000000014
1617409017,213097.32000000024
1617409018,212119.22999999972
1617409019,205491.11999999988
1617409020,214196.40999999995
1617409021,203419.62000000023
1617409022,212293.36000000004
1617409023,210363.42999999988
1617409024,204938.9800000002
1617409025,208078.20999999993
1617409026,210129.26999999993
1617409027,205115.52999999962
1617409028,195495.81999999983
1617409029,196654.82000000012
1617409030,194463.9200000002
1617409031,175560.22999999975
1617409032,182434.88
1617409033,200300.1999999998
1617409034,203798.8500000005
1617409035,209849.46000000005
1617409036,210129.94000000018
1617409037,204708.73000000019
1617409038,202107.24999999994
1617409039,209801.73000000016
1617409040,203171.20999999973
